id,row,area1,area1Id,area1Number,area2,area2Id,area2Number,area3,area3Id,area3Number,area4,area4Id,area4Number,giftbox,brick,glass,shovelProp,drillProp,bombProp
216,53,2_14,12_11_10_7_0_0_0_0_0_6,4_2_5_2_0_0_0_0_0_52,15_27,13_12_11_10_7_0_0_0_0_6,1_1_1_0_0_0_0_0_0_62,28_40,19_18_17_16_15_14_13_12_7_6,4_1_2_8_13_4_2_19_1_11,41_53,19_18_17_16_15_14_13_12_11_7,7_1_1_1_1_0_1_1_1_51,11,8,7,4,0,2
217,53,2_14,12_11_10_7_0_0_0_0_0_6,5_1_1_1_0_0_0_0_0_57,15_27,13_12_11_10_7_0_0_0_0_6,2_0_1_3_0_0_0_0_0_59,28_40,19_18_17_16_15_14_13_12_7_6,3_4_2_2_38_7_7_1_1_0,41_53,19_18_17_16_15_14_13_12_11_7,5_8_1_3_2_3_1_2_3_37,11,8,7,2,2,1
218,53,2_14,12_11_10_7_0_0_0_0_0_6,4_1_4_2_0_0_0_0_0_54,15_27,13_12_11_10_7_0_0_0_0_6,1_1_1_1_0_0_0_0_0_61,28_40,19_18_17_16_15_14_13_12_7_6,5_1_1_4_13_3_7_11_11_9,41_53,19_18_17_16_15_14_13_12_11_7,7_1_4_0_1_1_4_3_12_32,11,8,7,3,2,1
219,53,2_14,12_11_10_7_0_0_0_0_0_6,4_1_3_3_0_0_0_0_0_54,15_27,13_12_11_10_7_0_0_0_0_6,2_1_0_0_0_0_0_0_0_62,28_40,19_18_17_16_15_14_13_12_7_6,5_1_0_1_0_0_0_1_2_55,41_53,19_18_17_16_15_14_13_12_11_7,7_2_1_6_15_11_1_6_1_15,11,8,7,2,2,0
220,54,2_14,12_11_10_7_0_0_0_0_0_6,3_5_2_1_0_0_0_0_0_54,15_27,13_12_11_10_7_0_0_0_0_6,1_2_0_0_1_0_0_0_0_61,28_40,19_18_17_16_15_14_13_12_7_6,6_1_1_0_1_0_0_0_1_55,41_54,19_18_17_16_15_14_13_12_11_7,8_1_1_0_1_0_0_1_2_56,12,8,7,4,2,0
221,54,2_14,12_11_10_7_0_0_0_0_0_6,5_0_0_1_0_0_0_0_0_59,15_27,13_12_11_10_7_0_0_0_0_6,2_0_1_1_0_0_0_0_0_61,28_40,19_18_17_16_15_14_13_12_7_6,5_1_2_6_3_0_1_0_12_35,41_54,19_18_17_16_15_14_13_12_11_7,8_1_1_0_1_0_1_0_1_57,12,8,7,4,0,2
222,54,2_14,12_11_10_7_0_0_0_0_0_6,4_3_2_0_0_0_0_0_0_56,15_27,13_12_11_10_7_0_0_0_0_6,2_0_0_1_1_0_0_0_0_61,28_40,19_18_17_16_15_14_13_12_7_6,4_4_11_1_0_1_1_1_20_22,41_54,19_18_17_16_15_14_13_12_11_7,7_7_0_1_2_1_0_1_0_51,12,8,7,2,3,3
223,54,2_14,13_12_11_10_7_0_0_0_0_6,1_1_1_1_0_0_0_0_0_61,15_27,13_12_11_10_7_0_0_0_0_6,1_1_0_1_3_0_0_0_0_59,28_40,19_18_17_16_15_14_13_12_7_6,6_1_1_0_0_1_1_0_1_54,41_54,19_18_17_16_15_14_13_12_11_7,6_8_1_11_2_19_18_1_2_2,12,8,7,4,2,1
224,54,2_14,13_12_11_10_7_0_0_0_0_6,1_1_1_0_1_0_0_0_0_61,15_27,13_12_11_10_7_0_0_0_0_6,1_1_3_2_1_0_0_0_0_57,28_40,19_18_17_16_15_14_13_12_7_6,7_0_1_0_0_2_0_1_11_43,41_54,19_18_17_16_15_14_13_12_11_7,8_4_2_4_10_15_2_1_4_20,12,8,7,2,1,3
225,55,2_14,13_12_11_10_7_0_0_0_0_6,1_1_0_0_1_0_0_0_0_62,15_27,13_12_11_10_7_0_0_0_0_6,2_1_0_1_1_0_0_0_0_60,28_40,19_18_17_16_15_14_13_12_7_6,4_4_6_2_1_4_3_0_4_37,41_55,19_18_17_16_15_14_13_12_11_7,8_3_6_11_6_21_17_2_1_0,12,8,7,3,1,1
226,55,2_14,13_12_11_10_7_0_0_0_0_6,1_0_0_1_1_0_0_0_0_62,15_27,13_12_11_10_7_0_0_0_0_6,1_2_1_1_0_0_0_0_0_60,28_40,19_18_17_16_15_14_13_12_7_6,5_5_2_0_1_0_0_1_12_39,41_55,19_18_17_16_15_14_13_12_11_7,8_4_4_2_54_2_1_0_0_0,12,8,7,3,0,2
227,55,2_14,13_12_11_10_7_0_0_0_0_6,1_0_1_3_1_0_0_0_0_59,15_27,13_12_11_10_7_0_0_0_0_6,2_0_0_1_0_0_0_0_0_62,28_40,19_18_17_16_15_14_13_12_7_6,5_6_1_1_0_0_0_0_2_50,41_55,19_18_17_16_15_14_13_12_11_7,7_1_5_45_12_3_1_1_0_0,12,8,7,2,3,1
228,55,2_14,13_12_11_10_7_0_0_0_0_6,1_0_1_0_1_0_0_0_0_62,15_27,13_12_11_10_7_0_0_0_0_6,2_1_0_0_1_0_0_0_0_61,28_40,19_18_17_16_15_14_13_12_7_6,3_2_2_13_11_3_25_3_1_2,41_55,19_18_17_16_15_14_13_12_11_7,8_1_0_2_0_0_1_0_1_62,12,8,7,4,3,2
229,55,2_14,13_12_11_10_7_0_0_0_0_6,1_1_0_1_1_0_0_0_0_61,15_27,13_12_11_10_7_0_0_0_0_6,2_0_1_0_0_0_0_0_0_62,28_40,19_18_17_16_15_14_13_12_7_6,6_1_4_1_1_1_1_1_7_42,41_55,19_18_17_16_15_14_13_12_11_7,11_0_2_1_2_2_2_1_0_54,12,8,7,3,3,1
230,56,2_14,13_12_11_10_7_0_0_0_0_6,1_1_0_0_1_0_0_0_0_62,15_27,13_12_11_10_7_0_0_0_0_6,2_0_0_0_2_0_0_0_0_61,28_40,19_18_17_16_15_14_13_12_7_6,7_1_0_1_0_0_1_1_3_51,41_56,19_18_17_16_15_14_13_12_11_7,9_8_3_3_1_3_18_4_21_10,12,8,7,4,1,0
231,56,2_14,13_12_11_10_7_0_0_0_0_6,1_1_1_1_0_0_0_0_0_61,15_27,13_12_11_10_7_0_0_0_0_6,1_2_1_1_0_0_0_0_0_60,28_40,19_18_17_16_15_14_13_12_7_6,6_2_4_4_2_1_3_10_6_27,41_56,20_19_18_17_16_15_14_13_12_7,2_2_4_6_13_17_10_2_2_22,12,8,7,2,3,0
232,56,2_14,13_12_11_10_7_0_0_0_0_6,1_0_0_0_1_0_0_0_0_63,15_27,13_12_11_10_7_0_0_0_0_6,2_0_1_0_0_0_0_0_0_62,28_40,19_18_17_16_15_14_13_12_7_6,5_4_6_11_2_10_5_1_13_8,41_56,20_19_18_17_16_15_14_13_12_7,3_1_0_1_1_1_9_6_6_52,12,8,7,2,2,0
233,56,2_14,13_12_11_10_7_0_0_0_0_6,1_0_2_1_0_0_0_0_0_61,15_27,13_12_11_10_7_0_0_0_0_6,1_1_1_0_1_0_0_0_0_61,28_40,19_18_17_16_15_14_13_12_7_6,7_1_3_1_13_5_19_5_4_7,41_56,20_19_18_17_16_15_14_13_12_7,3_3_1_0_0_2_2_0_1_68,12,8,7,3,3,0
234,56,2_14,13_12_11_10_7_0_0_0_0_6,1_1_0_0_2_0_0_0_0_61,15_27,13_12_11_10_7_0_0_0_0_6,1_2_0_1_1_0_0_0_0_60,28_40,19_18_17_16_15_14_13_12_7_6,8_0_1_2_0_1_1_0_2_50,41_56,20_19_18_17_16_15_14_13_12_7,2_4_4_0_1_2_4_4_0_59,12,8,7,3,0,2
235,57,2_15,13_12_11_10_7_0_0_0_0_6,1_1_1_1_8_0_0_0_0_58,16_29,13_12_11_10_7_0_0_0_0_6,2_0_1_1_1_0_0_0_0_65,30_43,19_18_17_16_15_14_13_12_7_6,9_0_1_1_1_2_7_1_22_26,44_57,20_19_18_17_16_15_14_13_12_7,2_1_6_0_1_0_0_1_0_59,12,8,7,2,3,1
236,57,2_15,13_12_11_10_7_0_0_0_0_6,1_1_0_0_0_0_0_0_0_68,16_29,13_12_11_10_7_0_0_0_0_6,1_2_1_3_1_0_0_0_0_62,30_43,19_18_17_16_15_14_13_12_7_6,6_1_2_1_0_0_0_1_3_56,44_57,20_19_18_17_16_15_14_13_12_7,3_0_1_1_1_0_0_1_0_63,12,8,7,3,3,2
237,57,2_15,13_12_11_10_7_0_0_0_0_6,1_1_1_2_0_0_0_0_0_65,16_29,13_12_11_10_7_0_0_0_0_6,1_1_1_1_23_0_0_0_0_43,30_43,19_18_17_16_15_14_13_12_7_6,7_1_8_21_2_19_5_1_5_1,44_57,20_19_18_17_16_15_14_13_12_7,4_0_1_1_0_0_1_0_0_63,12,8,7,3,0,1
238,57,2_15,13_12_11_10_7_0_0_0_0_6,1_1_0_1_1_0_0_0_0_66,16_29,13_12_11_10_7_0_0_0_0_6,1_1_6_1_0_0_0_0_0_61,30_43,19_18_17_16_15_14_13_12_7_6,7_5_1_2_0_1_0_1_12_41,44_57,20_19_18_17_16_15_14_13_12_7,3_1_0_1_0_1_0_0_1_63,12,8,7,3,0,2
239,57,2_15,13_12_11_10_7_0_0_0_0_6,1_1_1_1_0_0_0_0_0_66,16_29,13_12_11_10_7_0_0_0_0_6,1_1_2_0_0_0_0_0_0_66,30_43,20_19_18_17_16_15_14_13_7_6,3_0_0_0_0_1_0_1_3_62,44_57,20_19_18_17_16_15_14_13_12_7,3_2_1_7_3_11_3_19_13_8,12,8,7,4,3,1
240,58,2_15,13_12_11_10_7_0_0_0_0_6,1_2_0_0_1_0_0_0_0_66,16_29,13_12_11_10_7_0_0_0_0_6,1_1_2_0_2_0_0_0_0_64,30_43,20_19_18_17_16_15_14_13_7_6,2_2_3_1_1_4_1_0_1_55,44_58,20_19_18_17_16_15_14_13_12_7,3_2_2_5_2_59_1_1_0_0,12,8,7,2,0,0
241,58,2_15,13_12_11_10_7_0_0_0_0_6,1_2_1_0_0_0_0_0_0_66,16_29,13_12_11_10_7_0_0_0_0_6,2_0_1_1_0_0_0_0_0_66,30_43,20_19_18_17_16_15_14_13_7_6,2_2_1_1_4_2_9_1_0_48,44_58,20_19_18_17_16_15_14_13_12_7,3_2_5_2_1_3_18_10_15_16,12,8,7,3,2,2
242,58,2_15,13_12_11_10_7_0_0_0_0_6,2_0_0_0_1_0_0_0_0_67,16_29,13_12_11_10_7_0_0_0_0_6,2_1_1_0_0_0_0_0_0_66,30_43,20_19_18_17_16_15_14_13_7_6,3_1_0_0_0_1_0_0_6_59,44_58,20_19_18_17_16_15_14_13_12_7,3_5_1_1_1_1_1_0_0_62,12,8,7,2,0,3
243,58,2_15,13_12_11_10_7_0_0_0_0_6,1_0_1_1_2_0_0_0_0_65,16_29,13_12_11_10_7_0_0_0_0_6,1_1_2_2_12_0_0_0_0_52,30_43,20_19_18_17_16_15_14_13_7_6,2_2_1_12_7_1_1_1_34_9,44_58,20_19_18_17_16_15_14_13_12_7,4_0_1_1_0_1_0_1_0_67,12,8,7,2,2,2
244,58,2_15,13_12_11_10_7_0_0_0_0_6,1_1_1_0_1_0_0_0_0_66,16_29,13_12_11_10_7_0_0_0_0_6,2_0_1_2_1_0_0_0_0_64,30_43,20_19_18_17_16_15_14_13_7_6,3_0_1_2_0_0_1_0_1_62,44_58,20_19_18_17_16_15_14_13_12_7,3_4_2_1_6_2_10_20_8_19,12,8,7,2,1,0
245,59,2_15,13_12_11_10_7_0_0_0_0_6,1_1_0_1_3_0_0_0_0_64,16_29,13_12_11_10_7_0_0_0_0_6,2_1_0_0_0_0_0_0_0_67,30_43,20_19_18_17_16_15_14_13_7_6,2_2_1_0_1_4_1_3_15_41,44_59,20_19_18_17_16_15_14_13_12_7,3_4_1_6_4_0_0_1_0_61,12,8,7,3,1,0
246,59,2_15,13_12_11_10_7_0_0_0_0_6,1_1_0_0_1_0_0_0_0_67,16_29,13_12_11_10_7_0_0_0_0_6,1_3_0_1_0_0_0_0_0_65,30_43,20_19_18_17_16_15_14_13_7_6,3_1_1_2_3_2_10_1_10_37,44_59,20_19_18_17_16_15_14_13_12_7,5_1_0_0_0_1_1_0_0_72,12,8,7,2,1,3
247,59,2_15,13_12_11_10_7_0_0_0_0_6,1_1_0_1_2_0_0_0_0_65,16_29,13_12_11_10_7_0_0_0_0_6,2_0_1_0_0_0_0_0_0_67,30_43,20_19_18_17_16_15_14_13_7_6,3_1_1_1_0_0_2_1_3_58,44_59,20_19_18_17_16_15_14_13_12_7,5_0_0_1_1_4_6_9_13_41,12,8,7,3,0,3
248,59,2_15,13_12_11_10_7_0_0_0_0_6,1_1_1_1_1_0_0_0_0_65,16_29,13_12_11_10_7_0_0_0_0_6,1_1_1_8_8_0_0_0_0_51,30_43,20_19_18_17_16_15_14_13_7_6,3_2_0_0_0_1_1_1_17_45,44_59,20_19_18_17_16_15_14_13_12_7,4_1_5_1_0_0_0_0_2_67,12,8,7,4,1,1
249,59,2_15,13_12_11_10_7_0_0_0_0_6,1_1_1_0_0_0_0_0_0_67,16_29,13_12_11_10_7_0_0_0_0_6,2_1_1_0_0_0_0_0_0_66,30_43,20_19_18_17_16_15_14_13_7_6,3_1_1_5_4_2_0_0_1_53,44_59,20_19_18_17_16_15_14_13_12_7,4_1_1_11_8_22_18_9_2_4,12,8,7,4,3,0
250,60,2_15,13_12_11_10_7_0_0_0_0_6,1_1_1_0_1_0_0_0_0_66,16_29,13_12_11_10_7_0_0_0_0_6,1_2_3_0_1_0_0_0_0_63,30_43,20_19_18_17_16_15_14_13_7_6,3_1_1_0_1_2_0_0_9_53,44_60,20_19_18_17_16_15_14_13_12_7,6_1_0_0_1_0_1_0_2_74,12,8,7,3,0,2
251,60,2_15,13_12_11_10_7_0_0_0_0_6,2_0_1_0_1_0_0_0_0_66,16_29,13_12_11_10_7_0_0_0_0_6,2_0_1_2_0_0_0_0_0_65,30_43,20_19_18_17_16_15_14_13_7_6,2_2_3_2_2_7_17_3_3_29,44_60,20_19_18_17_16_15_14_13_12_7,4_1_3_27_9_4_17_5_2_13,12,8,7,3,2,3
252,60,2_15,13_12_11_10_7_0_0_0_0_6,1_0_1_2_1_0_0_0_0_65,16_29,13_12_11_10_7_0_0_0_0_6,1_2_2_1_1_0_0_0_0_63,30_43,20_19_18_17_16_15_14_13_7_6,4_0_0_1_0_1_0_1_0_63,44_60,20_19_18_17_16_15_14_13_12_7,5_2_6_0_1_1_1_0_0_69,12,8,7,2,3,0
253,60,2_15,13_12_11_10_7_0_0_0_0_6,1_0_1_1_4_0_0_0_0_63,16_29,13_12_11_10_7_0_0_0_0_6,1_1_2_3_4_0_0_0_0_59,30_43,20_19_18_17_16_15_14_13_7_6,3_2_0_0_1_1_1_1_5_56,44_60,20_19_18_17_16_15_14_13_12_7,6_1_2_0_1_0_1_0_1_73,12,8,7,2,3,1
254,60,2_15,13_12_11_10_7_0_0_0_0_6,1_1_1_1_0_0_0_0_0_66,16_29,13_12_11_10_7_0_0_0_0_6,1_2_1_2_1_0_0_0_0_63,30_43,20_19_18_17_16_15_14_13_7_6,4_0_0_0_2_1_0_0_7_56,44_60,20_19_18_17_16_15_14_13_12_7,7_0_0_1_1_2_1_2_3_68,12,8,7,2,1,2
255,61,2_16,13_12_11_10_7_0_0_0_0_6,1_1_1_0_0_0_0_0_0_72,17_31,13_12_11_10_7_0_0_0_0_6,3_0_0_1_0_0_0_0_0_71,32_46,20_19_18_17_16_15_14_13_7_6,4_1_0_2_0_1_0_0_3_64,47_61,20_19_18_17_16_15_14_13_12_7,4_1_15_1_0_1_1_0_0_52,12,8,8,4,0,3
256,61,2_16,13_12_11_10_7_0_0_0_0_6,1_2_0_1_0_0_0_0_0_71,17_31,13_12_11_10_7_0_0_0_0_6,1_1_2_7_4_0_0_0_0_60,32_46,20_19_18_17_16_15_14_13_7_6,4_0_1_0_1_0_1_1_2_65,47_61,20_19_18_17_16_15_14_13_12_7,6_1_0_0_1_0_0_1_2_64,12,8,8,2,0,2
257,61,2_16,13_12_11_10_7_0_0_0_0_6,1_1_0_0_1_0_0_0_0_72,17_31,13_12_11_10_7_0_0_0_0_6,2_1_0_2_0_0_0_0_0_70,32_46,20_19_18_17_16_15_14_13_7_6,4_1_0_0_0_2_0_1_16_51,47_61,20_19_18_17_16_15_14_13_12_7,4_2_8_1_0_0_1_1_1_57,12,8,8,4,1,3
258,61,2_16,13_12_11_10_7_0_0_0_0_6,2_0_0_0_1_0_0_0_0_72,17_31,13_12_11_10_7_0_0_0_0_6,2_1_2_0_1_0_0_0_0_69,32_46,20_19_18_17_16_15_14_13_7_6,3_1_7_5_7_20_24_6_1_1,47_61,20_19_18_17_16_15_14_13_12_7,5_4_0_0_1_1_1_1_1_61,12,8,8,3,1,1
259,61,2_16,13_12_11_10_7_0_0_0_0_6,1_1_0_1_3_0_0_0_0_69,17_31,13_12_11_10_7_0_0_0_0_6,2_2_0_1_1_0_0_0_0_69,32_46,20_19_18_17_16_15_14_13_7_6,4_1_0_0_0_0_0_0_19_51,47_61,20_19_18_17_16_15_14_13_12_7,4_3_6_1_8_3_24_9_10_7,12,8,8,4,0,2
260,62,2_16,13_12_11_10_7_0_0_0_0_6,1_1_0_0_0_0_0_0_0_73,17_31,13_12_11_10_7_0_0_0_0_6,2_0_1_0_1_0_0_0_0_71,32_46,20_19_18_17_16_15_14_13_7_6,3_4_0_2_0_0_1_1_3_61,47_62,20_19_18_17_16_15_14_13_12_7,5_2_5_2_6_7_2_10_14_27,12,8,8,2,1,0
261,62,2_16,13_12_11_10_7_0_0_0_0_6,1_1_1_2_3_0_0_0_0_67,17_31,13_12_11_10_7_0_0_0_0_6,2_1_0_0_2_0_0_0_0_70,32_46,20_19_18_17_16_15_14_13_7_6,3_3_3_3_42_1_1_5_10_4,47_62,20_19_18_17_16_15_14_13_12_7,4_2_2_2_24_18_26_1_1_0,12,8,8,3,1,0
262,62,2_16,13_12_11_10_7_0_0_0_0_6,2_0_2_1_0_0_0_0_0_70,17_31,13_12_11_10_7_0_0_0_0_6,1_3_1_0_0_0_0_0_0_70,32_46,20_19_18_17_16_15_14_13_7_6,3_3_7_1_2_29_1_1_13_15,47_62,20_19_18_17_16_15_14_13_12_7,7_0_1_1_1_2_7_3_0_58,12,8,8,2,1,0
263,62,2_16,13_12_11_10_7_0_0_0_0_6,2_0_1_0_1_0_0_0_0_71,17_31,13_12_11_10_7_0_0_0_0_6,2_1_1_1_4_0_0_0_0_66,32_46,20_19_18_17_16_15_14_13_7_6,3_2_7_7_3_10_30_12_1_0,47_62,20_19_18_17_16_15_14_13_12_7,6_3_1_3_2_0_1_1_0_63,12,8,8,4,0,0
264,62,2_16,13_12_11_10_7_0_0_0_0_6,1_1_0_2_0_0_0_0_0_71,17_31,13_12_11_10_7_0_0_0_0_6,1_2_1_6_2_0_0_0_0_63,32_46,20_19_18_17_16_15_14_13_7_6,4_2_1_0_0_0_1_1_11_55,47_62,20_19_18_17_16_15_14_13_12_7,7_1_0_2_0_1_0_0_0_69,12,8,8,2,0,3
265,63,2_16,13_12_11_10_7_0_0_0_0_6,1_1_1_0_1_0_0_0_0_71,17_31,13_12_11_10_7_0_0_0_0_6,2_1_1_8_4_0_0_0_0_59,32_46,20_19_18_17_16_15_14_13_7_6,3_5_1_5_2_1_12_3_5_38,47_63,20_19_18_17_16_15_14_13_12_7,5_2_18_4_18_1_21_1_5_10,12,8,8,4,3,0
266,63,2_16,13_12_11_10_7_0_0_0_0_6,1_1_0_0_0_0_0_0_0_73,17_31,13_12_11_10_7_0_0_0_0_6,3_0_0_2_1_0_0_0_0_69,32_46,20_19_18_17_16_15_14_13_7_6,4_2_5_0_1_0_0_0_10_53,47_63,20_19_18_17_16_15_14_13_12_7,7_2_0_1_1_0_1_0_0_73,12,8,8,4,3,1
267,63,2_16,13_12_11_10_7_0_0_0_0_6,2_0_0_1_4_0_0_0_0_68,17_31,13_12_11_10_7_0_0_0_0_6,3_0_1_0_1_0_0_0_0_70,32_46,20_19_18_17_16_15_14_13_7_6,5_2_0_1_0_1_0_2_12_52,47_63,20_19_18_17_16_15_14_13_12_7,6_3_2_10_36_6_2_5_11_4,12,8,8,3,2,1
268,63,2_16,13_12_11_10_7_0_0_0_0_6,1_1_1_0_2_0_0_0_0_70,17_31,13_12_11_10_7_0_0_0_0_6,2_1_3_1_6_0_0_0_0_62,32_46,20_19_18_17_16_15_14_13_7_6,4_0_0_1_1_1_0_0_50_18,47_63,20_19_18_17_16_15_14_13_12_7,4_2_7_3_9_17_36_6_1_0,12,8,8,3,0,0
269,63,2_16,13_12_11_10_7_0_0_0_0_6,1_1_1_0_1_0_0_0_0_71,17_31,13_12_11_10_7_0_0_0_0_6,2_1_0_0_0_0_0_0_0_72,32_46,20_19_18_17_16_15_14_13_7_6,4_1_4_19_0_1_1_1_0_44,47_63,20_19_18_17_16_15_14_13_12_7,6_3_16_1_2_2_2_23_7_23,12,8,8,3,2,0
270,64,2_16,13_12_11_10_7_0_0_0_0_6,2_1_0_0_1_0_0_0_0_71,17_31,13_12_11_10_7_0_0_0_0_6,3_0_1_0_0_0_0_0_0_71,32_46,20_19_18_17_16_15_14_13_7_6,4_4_4_0_0_0_1_1_24_37,47_64,20_19_18_17_16_15_14_13_12_7,9_1_0_1_0_1_0_1_1_76,12,8,8,4,0,2
271,64,2_16,13_12_11_10_7_0_0_0_0_6,2_0_0_0_1_0_0_0_0_72,17_31,13_12_11_10_7_0_0_0_0_6,2_1_1_3_1_0_0_0_0_67,32_46,20_19_18_17_16_15_14_13_7_6,5_1_0_0_0_0_1_0_1_67,47_64,20_19_18_17_16_15_14_13_12_7,6_4_13_4_10_19_26_4_1_3,12,8,8,4,2,0
272,64,2_16,13_12_11_10_7_0_0_0_0_6,1_1_3_2_0_0_0_0_0_68,17_31,13_12_11_10_7_0_0_0_0_6,3_0_1_1_1_0_0_0_0_69,32_46,20_19_18_17_16_15_14_13_7_6,5_1_0_1_0_1_1_1_2_63,47_64,20_19_18_17_16_15_14_13_12_7,7_1_5_42_2_4_3_1_0_25,12,8,8,2,1,1
273,64,2_16,13_12_11_10_7_0_0_0_0_6,1_1_1_0_1_0_0_0_0_71,17_31,13_12_11_10_7_0_0_0_0_6,3_0_1_0_0_0_0_0_0_71,32_46,20_19_18_17_16_15_14_13_7_6,6_0_2_0_2_1_2_1_8_53,47_64,20_19_18_17_16_15_14_13_12_7,8_3_6_2_11_1_2_3_0_54,12,8,8,2,3,2
274,64,2_16,13_12_11_10_7_0_0_0_0_6,2_1_0_0_0_0_0_0_0_72,17_31,13_12_11_10_7_0_0_0_0_6,2_2_2_4_1_0_0_0_0_64,32_46,20_19_18_17_16_15_14_13_7_6,5_1_1_1_7_1_0_1_2_56,47_64,20_19_18_17_16_15_14_13_12_7,7_9_1_1_0_2_0_1_1_68,12,8,8,4,1,2
275,65,2_17,13_12_11_10_7_0_0_0_0_6,2_0_1_2_1_0_0_0_0_74,18_33,13_12_11_10_7_0_0_0_0_6,2_1_4_0_1_0_0_0_0_72,34_49,20_19_18_17_16_15_14_13_7_6,5_2_5_1_1_0_1_0_4_61,50_65,20_19_18_17_16_15_14_13_12_7,8_1_6_0_2_1_0_1_2_59,12,8,8,3,0,3
276,65,2_17,13_12_11_10_7_0_0_0_0_6,1_1_4_1_1_0_0_0_0_72,18_33,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_0_0_0_0_79,34_49,20_19_18_17_16_15_14_13_7_6,4_2_15_11_1_2_12_15_15_3,50_65,20_19_18_17_16_15_14_13_12_7,9_0_0_1_1_0_0_1_1_67,12,8,8,2,2,3
277,65,2_17,13_12_11_10_7_0_0_0_0_6,2_0_1_1_1_0_0_0_0_75,18_33,14_13_12_11_10_7_0_0_0_6,1_0_0_2_1_1_0_0_0_75,34_49,20_19_18_17_16_15_14_13_7_6,6_1_1_0_1_1_0_1_5_64,50_65,20_19_18_17_16_15_14_13_12_7,5_1_21_23_12_1_2_0_1_14,12,8,8,2,0,2
278,65,2_17,13_12_11_10_7_0_0_0_0_6,1_1_1_1_0_0_0_0_0_76,18_33,14_13_12_11_10_7_0_0_0_6,0_0_1_2_1_1_0_0_0_75,34_49,20_19_18_17_16_15_14_13_7_6,4_1_7_21_11_4_2_14_3_13,50_65,20_19_18_17_16_15_14_13_12_7,8_2_1_7_3_1_1_2_1_54,12,8,8,4,0,1
279,65,2_17,13_12_11_10_7_0_0_0_0_6,1_1_1_0_0_0_0_0_0_77,18_33,14_13_12_11_10_7_0_0_0_6,0_1_0_1_0_1_0_0_0_77,34_49,20_19_18_17_16_15_14_13_7_6,7_0_1_1_2_8_16_4_28_13,50_65,20_19_18_17_16_15_14_13_12_7,8_2_1_3_22_1_0_0_0_43,12,8,8,3,1,3
280,66,2_17,13_12_11_10_7_0_0_0_0_6,2_0_1_1_5_0_0_0_0_71,18_33,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_1_0_0_0_78,34_49,20_19_18_17_16_15_14_13_7_6,6_1_9_2_2_0_0_1_50_9,50_66,20_19_18_17_16_15_14_13_12_7,9_3_0_0_1_0_1_0_0_71,12,8,8,2,2,0
281,66,2_17,13_12_11_10_7_0_0_0_0_6,1_2_0_2_0_0_0_0_0_75,18_33,14_13_12_11_10_7_0_0_0_6,0_0_1_1_1_0_0_0_0_77,34_49,20_19_18_17_16_15_14_13_7_6,6_2_1_4_19_14_10_8_14_2,50_66,20_19_18_17_16_15_14_13_12_7,6_4_1_30_20_21_1_1_1_0,12,9,8,2,2,2
282,66,2_17,13_12_11_10_7_0_0_0_0_6,1_2_2_1_3_0_0_0_0_71,18_33,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_0_0_0_0_79,34_49,20_19_18_17_16_15_14_13_7_6,6_3_1_0_1_0_0_0_4_65,50_66,20_19_18_17_16_15_14_13_12_7,9_3_5_7_4_5_9_11_7_25,12,9,8,3,0,2
283,66,2_17,13_12_11_10_7_0_0_0_0_6,1_1_2_0_2_0_0_0_0_74,18_33,14_13_12_11_10_7_0_0_0_6,0_1_0_1_0_1_0_0_0_77,34_49,20_19_18_17_16_15_14_13_7_6,6_1_3_10_3_4_52_1_0_0,50_66,20_19_18_17_16_15_14_13_12_7,9_3_2_14_4_2_7_0_1_43,12,9,8,4,2,0
284,66,2_17,13_12_11_10_7_0_0_0_0_6,1_1_1_2_1_0_0_0_0_74,18_33,14_13_12_11_10_7_0_0_0_6,0_0_1_3_0_1_0_0_0_75,34_49,20_19_18_17_16_15_14_13_7_6,7_2_0_1_0_1_2_2_39_26,50_66,20_19_18_17_16_15_14_13_12_7,7_4_8_15_47_3_1_0_0_0,13,9,8,2,0,1
285,67,2_17,13_12_11_10_7_0_0_0_0_6,2_0_2_0_0_0_0_0_0_76,18_33,14_13_12_11_10_7_0_0_0_6,0_0_2_0_0_1_0_0_0_77,34_49,20_19_18_17_16_15_14_13_7_6,4_4_8_24_4_0_1_1_10_24,50_67,20_19_18_17_16_15_14_13_12_7,10_1_10_18_1_3_13_3_12_19,13,9,8,4,1,0
286,67,2_17,13_12_11_10_7_0_0_0_0_6,1_2_0_1_1_0_0_0_0_75,18_33,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_1_0_0_0_78,34_49,20_19_18_17_16_15_14_13_7_6,8_0_1_2_3_2_8_0_6_50,50_67,20_19_18_17_16_15_14_13_12_7,9_8_4_1_2_42_1_12_7_4,13,9,8,2,3,1
287,67,2_17,13_12_11_10_7_0_0_0_0_6,1_1_1_0_1_0_0_0_0_76,18_33,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_0_0_0_0_79,34_49,20_19_18_17_16_15_14_13_7_6,7_2_1_0_1_2_0_1_8_58,50_67,20_19_18_17_16_15_14_13_12_7,12_1_0_0_1_2_0_0_1_73,13,9,8,2,1,2
